TOOLTIP_STORED_EXP	Experienta stocata: %s
MISTS_ISLAND_TOOLTIP_06	1. Pentru a captura un altar, acesta trebuie mai intâi distrus.
MISTS_ISLAND_TOOLTIP_07	2. Regatul care are cei mai multi combatanti in apropiere dupa 1 minut va captura altarul.
MISTS_ISLAND_TOOLTIP_08	3, Dupa 3 minute, altarul va aparea in culoarea regatului care l-a capturat.
MISTS_ISLAND_TOOLTIP_09	4. Cu cât un altar a fost controlat mai mult de acelasi regat, cu atât va fi mai greu de distrus.
MONETARY_UNIT0	Yang
MONETARY_UNIT1	zece mii
MONETARY_UNIT2	o suta de milioane
MONEY_INPUT_DIALOG_SELLPRICE	Pret de vânzare:
MOVE_CHANNEL_99	CH0
MOVE_CHANNEL_CANCEL	Anuleaza
MOVE_CHANNEL_NOTICE	Acum esti conectat la canalul %d.
MOVE_CHANNEL_NOT_MOVE	Nu poti schimba canalul.
MOVE_CHANNEL_SELECT	OK
MOVE_CHANNEL_TITLE	Canale
MOVE_ITEM_FAILURE_PRIVATE_SHOP	Nu poti muta obiectul daca ai deschis un magazin privat.
MUSIC_EMPTY_MUSIC_LIST	Nicio muzica de fundal.
MUSIC_METIN2_DEFAULT_THEMA	Metin2 muzica standard
MUSIC_NOT_SELECT_MUSIC	Nu ai ales nici un fisier de muzica.
NEEFD_REST	Trebuie sa te odihnesti intâi.
NOT_YET_SUPPORT	Nu este suportat.
OPEN_THE_SPECIAL_ACTION_KIT	%s adaugat la emotii.
OPTION_PVPMODE_CANNOT_SET_GUILD_MODE	Nu poti activa modul breasla daca nu apartii nici uneia.
OPTION_PVPMODE_NOT_SUPPORT	Nu poti folosi configuratia modului PvP.
OPTION_PVPMODE_PROTECT	Trebuie sa fi atins minim nivelul %d pentru a activa modul PvP.
PARTY_ANSWER_TIMEOVER	Invitatia a fost respinsa.
PARTY_BONUS_ATTACKER	Valoare atac: +%d	SA
PARTY_BONUS_BERSERKER	Viteza de atac: +%d	SA
PARTY_BONUS_BUFFER	Durata Skill: +%d	SA
PARTY_BONUS_DEFENDER	Aparare +%d%%	SA
PARTY_BONUS_EXP	Bonus-EXP: %d%%	SA
PARTY_BONUS_SKILL_MASTER	PV recuperat per ucidere +%d%%	SA
PARTY_BONUS_TANKER	Max. PV: +%d	SA
PARTY_BREAK_UP	Sparge grupa
PARTY_DO_YOU_ACCEPT	 doreste sa se alature Grupului.
PARTY_DO_YOU_JOIN	, accepti invitatia de a intra in grup?
PARTY_EXP_DISTRIBUTION_MODE	Distribuire EXP
PARTY_EXP_DISTRIBUTION_MODE_LEVEL	Adept level
PARTY_EXP_DISTRIBUTION_MODE_LEVEL_TOOLTIP	Nivel mai inalt primeste mai mult EXP.
PARTY_EXP_DISTRIBUTION_MODE_PARITY	Egal
PARTY_EXP_DISTRIBUTION_MODE_PARITY_TOOLTIP	Toti membrii grupei primesc la fel de mult EXP.
PARTY_HEAL_ALL_MEMBER	Reface totul
PARTY_INCREASE_AREA_150	Autonomia grupei marita de 1,5 ori.	SNA
PARTY_INCREASE_AREA_200	Autonomia grupei marita de 2 ori.	SNA
PARTY_LEAVE	Paraseste grupul
PARTY_LONGTIME_BONUS_EXP	EXP-bonus pentru joc de grupa lung: +%d%%	SA
PARTY_MATCH_CANCEL	Cautarea grupului pentru %s a fost anulata.
PARTY_MATCH_FAIL_FULL_MEMBER	Grupul tau nu mai poate accepta membri.
PARTY_MATCH_FAIL_IMPOSSIBLE_MAP	Nu te poti inregistra pentru aceasta temnita.
PARTY_MATCH_FAIL_LEVEL	Nivelul tau este prea mic.
PARTY_MATCH_FAIL_MEMBER_NOT_CONDITION	Membrul %s nu indeplineste cerintele necesare.
PARTY_MATCH_FAIL_NONE_MAP_INDEX	Alege mai intâi temnita.
PARTY_MATCH_FAIL_NOT_LEADER	Doar conducatorul grupului poate inregistra.
PARTY_MATCH_FAIL_NO_ITEM	Nu ai suficent %s.
PARTY_MATCH_SEARCHING	Cauta
PARTY_MATCH_START	Ai inscris grupul pentru urmatoarea temnita: %s!
PARTY_MEMBER_OFFLINE	[Offline]
PARTY_RECALL_MEMBER	Striga membru al grupei incoace.
PARTY_REGEN_BONUS	Bonus pentru regenerarea PV + PM: +%d%%	SA
PARTY_REQUEST_DENIED	Cererea a fost refuzata.
PARTY_RK_CATEGORY_CZ_CHICKEN	Ranguri Gardian You
PARTY_RK_CATEGORY_CZ_COW	Ranguri Gardian Chou
PARTY_RK_CATEGORY_CZ_DOG	Ranguri Gardian Xu
PARTY_RK_CATEGORY_CZ_DRAGON	Ranguri Gardian Chen
PARTY_RK_CATEGORY_CZ_HORSE	Ranguri Gardian Wu
PARTY_RK_CATEGORY_CZ_MONKEY	Ranguri Gardian Shen
PARTY_RK_CATEGORY_CZ_MOUSE	Ranguri Gardian Zi
PARTY_RK_CATEGORY_CZ_PIG	Ranguri Gardian Hai
PARTY_RK_CATEGORY_CZ_RABBIT	Ranguri Gardian Mao
PARTY_RK_CATEGORY_CZ_SHEEP	Ranguri Gardian Wei
PARTY_RK_CATEGORY_CZ_SNAKE	Ranguri Gardian Si
PARTY_RK_CATEGORY_CZ_TIGER	Ranguri Gardian Yin
PARTY_SET_ATTACKER	Stabileste ca atacator.
PARTY_SET_BERSERKER	Stabileste ca berserker.
PARTY_SET_BUFFER	Stabileste ca blocant.
PARTY_SET_DEFENDER	Stabileste ca aparator.
PARTY_SET_NORMAL	Anuleaza setarea.
PARTY_SET_SKILL_MASTER	Stabileste ca Maestru al Abilitatii.
PARTY_SET_TANKER	Stabileste ca luptator de apropiere.
PARTY_SKILL_ATTACKER	Valoare de baza atac atacator +%.0f
PARTY_SKILL_BERSERKER	Viteza de atac berserker +%.0f
PARTY_SKILL_BUFFER	Durata Skill Blocant +%.0f
PARTY_SKILL_DEFENDER	Aparare ca Aparator +%.0f%%
PARTY_SKILL_HP_REGEN	Regenerare PV +%.0f%%
PARTY_SKILL_PARTY_AREA	Autonomia grupei +%d%%
PARTY_SKILL_SKILL_MASTER	Regenerare PV ca Maestru de Abilitati +%.0f%%
PARTY_SKILL_SP_REGEN	Regenerare PM +%.0f%%
PARTY_SKILL_TANKER	Max. PV luptator aproape +%.0f
PARTY_SKILL_WARP	Capacitate de a striga membri ai grupei incoace.
PASSWORD_TITLE	Parola depozit
PET_ATTR_CHANGE_DIALOG_TEXT	doresti sa schimbi atributele insotitorului acum?\nObiectul 'insotitor Magic' va fi folosit in acest proces.\nProcesul poate esua.
PET_ATTR_CHANGE_USE	Actiunea nu poate avea loc in timp ce atributele insotitorului sunt modificate.
PET_ATTR_DETERMINE_TYPE1	insotitor Tip 1: neindemânatic. Nu este foarte puternic.\nVei putea sa ii imbunatatesti abilitatile.
PET_ATTR_DETERMINE_TYPE2	insotitor Tip 2: indiscret. Nu este foarte puternic.\nUn insotior loial ale carui abilitati se vor imbunatati cu timpul.
PET_ATTR_DETERMINE_TYPE3	insotitor Tip 3: vioi. Putere medie.\nVei putea sa ii imbunatatesti abilitatile.
PET_ATTR_DETERMINE_TYPE4	insotitor Tip 4: curajos. Putere medie.\nUn insotior loial ale carui abilitati se vor imbunatati cu timpul.
PET_ATTR_DETERMINE_TYPE5	insotitor Tip 5: indraznet. Puternic.\nVei putea sa ii imbunatatesti abilitatile si mai mult.
PET_ATTR_DETERMINE_TYPE6	insotitor Tip 6: legendar. Puternic.\nUn insotior loial ale carui abilitati se vor imbunatati mai mult cu timpul.
PET_ATTR_DETERMINE_TYPE7	insotitor Tip 7: mitic. Foarte puternic.\nVa ajunge in timp la potential maxim.
PET_ATTR_DETERMINE_TYPE8	insotitor Tip 8: prismatic. Extrem de puternic.\nUn insotitor loial pe care te vei putea baza mereu.
PET_BAG_DESC	%s
PET_CANNOT_FEED_CUBEOPEN	Nu poti hrani insotitorul in timp ce fereastra de rafinare este deschisa.
PET_CAN_NOT_ATTRCHANGE_BECUASE_LIFE_TIME_END	Nu poti modifica atributele unui insotitor mort.
PET_CAN_NOT_EGG_ITEM_USE	Nu poti deschide Incubatorul in timp ce faci negot, ai deschis depozitul sau un magazin privat.
PET_CAN_NOT_FEED_SPLIT_ITEM	Nu poti pune obiecte sparte in aceasta fereastra.
PET_CAN_NOT_FEED_TYPE	Nu poti hrani insotitorul cu asta. incearca altceva.
PET_CAN_NOT_OPEN_EVOL_BUTTON	Insotitorul trebuie sa aiba nivelul %d pentru a-l antrena si promova la urmatorul stadiu de evolutie.
PET_CAN_NOT_OPEN_EVOL_BUTTON_EXP_LACK	Insotitorul trebuie sa aiba 100% experienta pentru a-l antrena si promova la urmatorul stadiu de evolutie.
PET_CAN_NOT_OPEN_EVOL_BUTTON_LEVEL_MAX	Insotitorul a atins deja cel mai inalt grad al evolutiei.
PET_CAN_NOT_OPEN_SHOP_BECAUSE_SUMMON	Nu poti deschide un magazin privat in timp ce ai chemat insotitorul.
PET_CAN_NOT_OPEN_SPECIAL_EVOL_BUTTON	Insotitorul trebuie sa aiba %d zile pentru a-l antrena si promova la urmatorul stadiu de evolutie.
PET_CAN_NOT_SUMMON_BECAUSE_LIFE_TIME_END	Nu poti chema insotitorul deoarece a expirat valabilitatea.
PET_CAN_NOT_USE_BAG	Nu poti folosi Cutia de Transport deoarece insotitorul tau deja a expirat.
PET_EMPTY_SKILL_SLOT_USE_ITEM	insotitorul nu are nicio abilitate de resetat.
PET_HATCHING_ACCEPT	doresti sa iti chemi insotitorul '%s'?
PET_HATCHING_MONEY	Pret: %s
PET_HATCHING_WINDOW_OPEN_CAN_NOT_USE	Nu poti avea nicio alta actiune in timp ce Incubatorul este deschis.
PET_INFORMATION_STAGE1	Tânar
PET_INFORMATION_STAGE2	Salbatic
PET_INFORMATION_STAGE3	Curajos
PET_INFORMATION_STAGE4	Eroic
PET_INFO_EXP	Experienta acumulata:
PET_INFO_ITEM_EXP	EXP obiect actual
PET_INFO_NEXT_EXP	Experienta ramasa:
PET_INFO_NEXT_ITEM_EXP	EXP obiect ramas
PET_MSG_NOT_ENOUGH_MONEY	Nu ai Yang suficient.
PET_NAME_CHANGE_ACCEPT	doresti sa schimbi numele insotitorului in %s?
PET_NAME_MIN	Numele introdus este prea scurt.
PET_REVIVE_FAIL_EMPTY_PET_SLOT	Nu exista niciun insotitor de reinviat.
PET_REVIVE_FAIL_NOT_ENOUGHT_MATERIAL	Nu ai destul material.
PET_REVIVE_UI_MATERIAL_COUNT	%d/%d
PET_SKILL_DELETE_QUESTION_DLG_MSG	Abilitatile sunt acum disponibile.
PET_SKILL_DELETE_QUESTION_DLG_MSG1	Resetarea abilitatilor insotitorului este ireversibila.
PET_SKILL_DELETE_QUESTION_DLG_MSG2	doresti sa continui?
PET_SKILL_LEARN_FAIL_CONDITIONS	insotitorul nu este suficient de mare sau nu are nivelul necesar. Doar insotitorii eroici pot invata abilitati.
PET_SKILL_LEARN_QUESTION_DLG_MSG	doresti sa incepi antrenamentul pentru '%s'?
PET_SKILL_TOOLTIP_DURATION	Durata: %d secunde
PET_SKILL_TOOLTIP_FEATHER	insotitorul are %d%% sansa sa activeze Mers de Fulg pentru %.1f secunde.\nAtac %d - %d	SAA
PET_SKILL_TOOLTIP_HEAL	Cand PV scade sub 20%%, ai \n a %d%% sansa sa cresti PV cu %d.	SAA
PET_SKILL_TOOLTIP_INVINVIBILITY	Caracterul tau are %d%% sansa sa devina invincibil \n atunci cand PV scade sub 10%%. \n Durata efect: %.1f secunde.	SAA
PET_SKILL_TOOLTIP_REMOVAL	Exista o sansa de %d%% pentru a inlatura imediat \n toate efectele precum incetinirea, otravirea sau sangerarea daca \n a fost afectat caracterul.	SAN
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Treci antrenamentul la urmatorul nivel?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Pret: %s
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Aparare
PET_TOOLTIP_HP	PV
PET_TOOLTIP_LEVEL	Nivel
PET_TOOLTIP_LIFETIME_OVER	Expirat
PET_TOOLTIP_SKILL_BONUS_VALUE	in antrenament
PET_TOOLTIP_SKILL_CUR_LEVEL	Nivel: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Urmatorul nivel: %d (max. %d)
PET_TOOLTIP_SP	PM
PET_TOOLTIP_TRADABLE	Negociabil
PET_TOOLTUP_SKILL	%s (Stagiu %d)
PICK_ITEM_TITLE	Numarul obiectului.
PICK_MONEY_TITLE	Suma
PRIVATESHOPSEARCH_ABLITY_POTION	Roua
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Pânza Fina
PRIVATESHOPSEARCH_ARMOR	Echipament
PRIVATESHOPSEARCH_ARROW	Sageti
PRIVATESHOPSEARCH_BELL	Clopote
PRIVATESHOPSEARCH_BELT	Curele
PRIVATESHOPSEARCH_BLEND	Licori
PRIVATESHOPSEARCH_BLOOD_PEARL	Perla Visinie
PRIVATESHOPSEARCH_BLUE_PEARL	Perla Albastra
PRIVATESHOPSEARCH_BODY	Armura
PRIVATESHOPSEARCH_BOW	Arcuri
PRIVATESHOPSEARCH_BUYTIME	Vrei sa cumperi obiectul selectat?
PRIVATESHOPSEARCH_CLAW	Gheare
PRIVATESHOPSEARCH_CLEAR_POTION	Elixire
PRIVATESHOPSEARCH_COSTUME	Costume
PRIVATESHOPSEARCH_COSTUMEBODY	Costum
PRIVATESHOPSEARCH_COSTUMEHAIR	Coafura
PRIVATESHOPSEARCH_COSTUME_ACCE	Esarfe
PRIVATESHOPSEARCH_COSTUME_MOUNT	Mounti
PRIVATESHOPSEARCH_CRYSTAL	Cristal
PRIVATESHOPSEARCH_DAGGER	Pumnale
PRIVATESHOPSEARCH_DEAD	Mort
PRIVATESHOPSEARCH_DETACHMENT	Cartea Pietrelor
PRIVATESHOPSEARCH_DIAMOND	Diamant
PRIVATESHOPSEARCH_DS	Alchimie Piatra Dragon
PRIVATESHOPSEARCH_DS_BLACK	Onyx
PRIVATESHOPSEARCH_DS_BLUE	Safir
PRIVATESHOPSEARCH_DS_GREEN	Jad
PRIVATESHOPSEARCH_DS_RED	Rubin
PRIVATESHOPSEARCH_DS_WHITE	Diamant
PRIVATESHOPSEARCH_DS_YELLOW	Granat
PRIVATESHOPSEARCH_EAR	Cercei
PRIVATESHOPSEARCH_FAN	Evantaie
PRIVATESHOPSEARCH_FISH	Peste
PRIVATESHOPSEARCH_FOOTS	Pantofi
PRIVATESHOPSEARCH_GEM	Pietre pretioase
PRIVATESHOPSEARCH_GIFTBOX	Cutii cu Cadouri
PRIVATESHOPSEARCH_HEAD	Coifuri
PRIVATESHOPSEARCH_LIVE	Viu
PRIVATESHOPSEARCH_MATERIAL	Materiale
PRIVATESHOPSEARCH_METIN	Pietrele Spiritului
PRIVATESHOPSEARCH_NECK	Coliere
PRIVATESHOPSEARCH_NEED_ITEM_BUY	Nu poti achizitiona niciun obiect fara manunchiul corect.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	Nu poti cauta niciun obiect fara manunchiul corect.
PRIVATESHOPSEARCH_NODELAY_POTION	Obiecte cu PV
PRIVATESHOPSEARCH_ORE	Minereu
PRIVATESHOPSEARCH_PET	Sistem insotitori
PRIVATESHOPSEARCH_PETAGG	Oua insotitori
PRIVATESHOPSEARCH_PETSKILLBOOK	Carti de Abilitati pentru insotitor
PRIVATESHOPSEARCH_PICK	Târnacoape
PRIVATESHOPSEARCH_POTION	Licori
PRIVATESHOPSEARCH_QUEST	Misiune
PRIVATESHOPSEARCH_QUIVER	Tolbe
PRIVATESHOPSEARCH_RESOURCE	imbunatatirea Obiectului
PRIVATESHOPSEARCH_ROD	Undite
PRIVATESHOPSEARCH_SELECTITEM	Obiecte selectate
PRIVATESHOPSEARCH_SHIELD	Scuturi
PRIVATESHOPSEARCH_SKILLBOOK	Carti de Abilitati
PRIVATESHOPSEARCH_SKILLFORGET	Cartea Uitarii
PRIVATESHOPSEARCH_SPECIAL	Diverse
PRIVATESHOPSEARCH_STONE	Fragmente de Energie
PRIVATESHOPSEARCH_SWORD	Sabii O Mâna
PRIVATESHOPSEARCH_TREASUREBOX	Cufere
PRIVATESHOPSEARCH_TUNING	Pergamente
PRIVATESHOPSEARCH_TWOSWORD	Sabii Doua Mâini
PRIVATESHOPSEARCH_UNIQUE	Unic
PRIVATESHOPSEARCH_USEITEM	Consumabile
PRIVATESHOPSEARCH_USESPECIAL	Diverse
PRIVATESHOPSEARCH_WEAPON	Arme
PRIVATESHOPSEARCH_WHITE_PEARL	Perla Alba
PRIVATESHOPSEARCH_WRIST	Bratari
PRIVATE_SHOP_CANNOT_SELL_ITEM	Nu poti vinde acest obiect in magazin.
PRIVATE_SHOP_CLOSE_QUESTION	Vrei sa inchizi magazinul?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Numele magazinului
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Pret
PVP_LEVEL0	Cavaler
PVP_LEVEL1	Nobil
PVP_LEVEL2	Bun
PVP_LEVEL3	Prietenos
PVP_LEVEL4	Neutru
PVP_LEVEL5	Agresiv
PVP_LEVEL6	Dezonorat
PVP_LEVEL7	Rautacios
PVP_LEVEL8	Crud
PVP_MODE_GUILD	Mod PvP-breasla activat
PVP_MODE_KILL	PvP - liber activat.
PVP_MODE_NORMAL	PvP - pace activat.
PVP_MODE_PROTECT	PvP - protectie activat.
PVP_MODE_REVENGE	PvP - agresiv activat.
PVP_OPTION_KILL	Liber
PVP_OPTION_NORMAL	Pace
PVP_OPTION_PROTECT	Protectie
PVP_OPTION_REVENGE	Agresiv
PVP_TOURNAMENT_DO_NOT_AUTO	Nu poti folosi 'atac automat' in timpul turneului PvP.
QUEST_APPEND	Misiune noua inregistrata.
QUEST_HOUR	Ore
QUEST_MIN	Min.
QUEST_SEC	Sec.
QUEST_TIMEOVER	Timpul a expirat
QUEST_UNLIMITED_TIME	Nicio limita de timp	
QUEST_ZEROSEC	0 sec.
QUICKSLOT_REGISTER_DISABLE_ITEM	Acest obiect nu poate fi adaugat la câmpul de acces rapid.
RANKING	Rang
RANKING_BOARD_MEMBER	Membru
RECEIVE_MESSAGE	%s ti-a trimis un mesaj.
REFINE_COST	Costuri de imbunatatire: %d Yang
REFINE_DESTROY_WARNING	Obiectul poate fi distrus prin innobilare.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Esti sigur ca doresti sa imbunatatesti acest obiect?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	Dar daca nu iti reuseste, obiectul va fi distrus. doresti sa continui?
REFINE_DOWN_GRADE_WARNING	Obiectul poate fi distrus prin innobilare.
REFINE_DO_YOU_SEPARATE_METIN	doresti sa inlaturi toate Pietrele Spiritului disponibile?
REFINE_ELEMENT_CHANGE_TEXT	%s are acum elementul %s!
REFINE_ELEMENT_DOWNGRADE_TEXT	Magia elementara a fost scazuta.
REFINE_ELEMENT_EXIST	Obiectul are deja alt element.
REFINE_ELEMENT_GRADE_MAX	Nivelul maxim de magie elementara a fost atins.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	Magia elementara este disponibila doar pentru armele +7 sau mai mari.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	Nu ai suficient Yang.
REFINE_ELEMENT_NOT_EXSIT	Nu poate fi folosit cu acest obiect.
REFINE_ELEMENT_TEXT_DARK	intuneric +%d
REFINE_ELEMENT_TEXT_EARTH	Pamânt +%d
REFINE_ELEMENT_TEXT_ELECT	Fulger +%d
REFINE_ELEMENT_TEXT_FIRE	Foc +%d
REFINE_ELEMENT_TEXT_ICE	Gheata +%d
REFINE_ELEMENT_TEXT_WIND	Vânt +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	Magia elementara a esuat.
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	Magia elementara a avut succes!
REFINE_FAILURE	Oh nu, nu a mers! Ai esuat.
REFINE_FAILURE_DEL_ITEM	Rafinarea a esuat. Obiectul a fost distrus.
REFINE_FAILURE_EQUIP_ITEM	Nu poti imbunatati Obiectele echipate.
REFINE_FAILURE_GRADE_DOWN	Rafinarea a esuat. Gradul obiectului a fost redus.
REFINE_FAILURE_KEEP_GRADE	Rafinarea a esuat. \nDin fericire, obiectul a ramas in stare buna.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	Nu poate fi indepartata nicio piatra a spiritului.
REFINE_FAILURE_NEED_BETTER_SCROLL	Ai nevoie de un pergament de imbunatatire mai bun.
REFINE_FAILURE_NO_GOLD_SOCKET	Nu exista suport de aur pentru a adauga %s.
REFINE_FAILURE_NO_MORE_SOCKET	Nu poti sa mai adaugi suporturi.
REFINE_FAILURE_NO_SOCKET0	Nu exista suport pentru a adauga %s.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	Acestui obiect nu ii poate fi adaugat un suport.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	Acest obiect nu poate fi imbunatatit.
REFINE_SUCCESS	imbunatatirea obiectului a reusit.
REFINE_SUCCESS_PROBALITY	Sansa de imbunatatire: %d%%
REFINE_WARNING2	Vrei sa continui?
RESTART_POPUP_GIVEUP_MIST_ISLAND	Ai fost ucis in Batalia celor Cinci Altare.\nAcum te vei intoarce in sat.
REVIVE_QUESTION	Vrei sa reinvii pe %s? Numar de Prisme Reinviere: %d
REVIVE_SELF_QUESTION	Vrei sa te reinvii? Numar de Prisme Reinviere: %d
ROULETTE_REWARD_TEXT	Colecteaza Obiect
SAFEBOX_ERROR	Ai introdus o parola gresita.
SAFEBOX_NEED_CHANGE_PASSWORD	Parola ta a expirat.\nAlege una noua.
SAFEBOX_SELL_DISABLE_SAFEITEM	Nu poti vinde nici unul din obiectele salvate.
SAFEBOX_UNAVILABLE_PASSWORD_01	Nu poti folosi aceasta parola.
SAFEBOX_UNAVILABLE_PASSWORD_02	Parola ta ar trebui sa contina cel putin %d caractere.
SAFEBOX_UNAVILABLE_PASSWORD_03	Ai introdus parola curenta. Alege una noua.
SAFEBOX_UNAVILABLE_PASSWORD_04	Parola ta nu poate contine %d numere identice sau consecutive.
SAFEBOX_UNAVILABLE_PASSWORD_05	Caracterele speciale nu sunt permise. Caractere permise: a-z, A-Z, 0-9
SAFEBOX_WRONG_PASSWORD	Parolele trebuie sa fie identice.
SCREENSHOT_SAVE1	e salvat in
SCREENSHOT_SAVE2	Directorul screenshot
SCREENSHOT_SAVE_FAILURE	Salvarea screenshotului esuata.
SECOND	Sec
SECOND_CONFIRM_PET_FEED_QUESTION_1	Obiectul tau are %d sau mai multe bonusuri.
SECOND_CONFIRM_PET_FEED_QUESTION_2	Esti sigur ca doresti sa hranesti insotitorul?
SECOND_CONFIRM_SELL_ITEM_QUESTION_1	Obiectul tau are %d sau mai multe bonusuri.
SECOND_CONFIRM_SELL_ITEM_QUESTION_2	Esti sigur ca doresti sa-l vinzi?
SELECT_ATTR_NOTICE	Nu poti deschide un magazin privat in timp ce folosesti Vrajeste Obiectul+.
SELECT_ATTR_NOT_OPEN	Nu poti folosi Vrajeste Obiectul+ daca ai deschis un magazin privat.
SELECT_ATTR_NOT_SELECT	Decide daca doresti sa pastrezi sau sa schimbi bonusurile.
SELECT_CAN_NOT_DELETE	Nu poti sterge caracterul.
SELECT_CAN_NOT_DELETE_ATTR67	Nu poti sterge caracterul\nin timp ce se adauga un bonus.
SELECT_CAN_NOT_DELETE_GUILD_MEMBER	Nu poti sterge caracterul daca este membru al unei bresle.
SELECT_CAN_NOT_DELETE_HAVE_SEALED_ITEM	Nu poti sterge caracterul deoarece ai obiecte personalizate.
SELECT_CAN_NOT_DELETE_LAST_CHAR_SAFEBOX	Nu poti sterge caracterul unic deoarece inca exista obiecte in inventar.
SELECT_CAN_NOT_DELETE_LIMITE_LEVEL	Poti sterge caracterul pâna la nivel 69.
SELECT_CAN_NOT_DELETE_MARRIAGE	Nu poti sterge caracterele casatorite.
SELECT_CAN_NOT_DELETE_PRIVATE_CODE_ERROR	Codul de stergere este invalid.
SELECT_CAN_NOT_DELETE_REMAIN_TIME	Nu poti sterge caracterul imediat ce l-ai creat. Timp de asteptare: %s
SELECT_CHANGED_NAME	Ai schimbat numele caracterului.
SELECT_CHANGE_FAILURE_ALREADY_EXIST_NAME	Numele caracterului exista deja.
SELECT_CHANGE_FAILURE_STRANGE_INDEX	Mai incearca odata.
SELECT_CHANGE_FAILURE_STRANGE_NAME	Acesta este un nume gresit de caracter.
SELECT_CHANGE_NAME_TITLE	Schimba numele caracterului
SELECT_DELEING	Stergere...
SELECT_DELETED	Stergerea s-a realizat.
SELECT_DO_YOU_DELETE_REALLY	Vrei sa continui?
SELECT_EMPTY_SLOT	Acesta este un câmp gol.
SELECT_GM_NAME	GM
SELECT_INPUT_CHANGING_NAME	Introdu un nou nume.
SELECT_NOT_JOIN_GUILD	Nicio Breasla	
SERVER_NOTIFY_CLOSED	Server inchis: pot intra doar conturile create inainte de inchidere.
SERVER_STATUS_CLOSE	iNCHIS
SERVER_STATUS_NEW	NOU
SERVER_STATUS_SPECIAL	SPECIAL
SHOP_BUY_INFO	Alege Obiectul pe care vrei sa-l cumperi in fereastra magazinului.
SHOP_CANNOT_SELL_EQUIPMENT	Nu poti vinde Obiectele echipate.
SHOP_CANNOT_SELL_ITEM	Acest obiect nu este de vânzare.
SHOP_ERROR_UNKNOWN	Eroare Necunoscuta Magazin: %s
SHOP_EXCEED_LIMIT_TODAY	Ai depasit limita zilnica pentru folosirea punctelor.
SHOP_INVALID_POS	Acest obiect este nepotrivit.
SHOP_INVENTORY_FULL	Nu mai exista loc in inventar.
SHOP_LIMITED_DATA_LOADING	Se incarca. Te rugam sa incerci mai târziu.
SHOP_LIMITED_ITEM_REMAIN_COUNT	Obiecte ramase: %d
SHOP_LIMITED_PURCHASE_OVER	Vândut
SHOP_LIMIT_TODAY	Limita zilnica: %d / %d
SHOP_MY_BATTLE_POINT	Puncte de lupta: %d
SHOP_MY_MEDAL_OF_HONOR	Medalia Vitejiei: %d
SHOP_NOT_ENOUGH_10TH_COIN	Nu ai suficiente Monede Aniversare
SHOP_NOT_ENOUGH_BATTLE_POINT	Nu ai suficiente puncte de lupta.
SHOP_NOT_ENOUGH_BNW	Nu ai suficiente Monede Profet.
SHOP_NOT_ENOUGH_GUILD_LEVEL	Nivel breasla prea scazut.
SHOP_NOT_ENOUGH_MEDAL_OF_HONOR	Medalii Vitejie insuficiente.
SHOP_NOT_ENOUGH_MONEY	Won sau Yang insuficienti
SHOP_NOT_ENOUGH_MONEY_EX	Nu ai suficient Yang.
SHOP_SELL_INFO	Alege Obiectul pe care vrei sa-l vinzi din fereastra inventarului tau.
SHOP_SOLDOUT	Vândut
SHOT_ERROR_UNKNOWN	Eroare necunoscuta in timpul atacului la distanta: %s
SKILL_BLEEDING	Sangerare
SKILL_BOHO	Reflectare
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_BOOK	Ai nevoie de EXP pentru a invata calificarea aceasta.
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_STAT	Ai nevoie de o carte pentru a invata aceasta calificare.
SKILL_CHEONGEUN	Corp puternic
SKILL_CRITICAL	Lovitura critica
SKILL_ENCHANT_POISON	Foloseste otrava
SKILL_EUNHYEONG	Invizibil
SKILL_FAINT	Necunostiinta
SKILL_FIND_TRAP	Cauta capcana
SKILL_FIRE	Foc Permanent
SKILL_FISHMIND	Marmura de pescuit este activa
SKILL_GAMJI	inregistrare
SKILL_GEOMGYEONG	Aura sabiei
SKILL_GICHEON	Ajutorul Dragonului
SKILL_GIGONG	Rotatia Chi
SKILL_GONGPO	Frica
SKILL_GRADE_NAME_GRAND_MASTER	%s Mare maestru
SKILL_GRADE_NAME_MASTER	%s Maestru
SKILL_GRADE_NAME_PERFECT_MASTER	%s maestru perfect
SKILL_GROUP_ASSASSIN_1	Lama
